mode,split,drug1_id,drug2_id,head,relation,tail
warm,test,512,3168,CID2153,combination,CID447043
warm,test,512,3227,CID3005572,combination,CID447043
warm,test,512,3250,CID447043,combination,CID5568
warm,test,512,3336,CID3121,combination,CID447043
warm,test,512,3368,CID13342,combination,CID447043
warm,test,512,3454,CID24066,combination,CID447043
warm,test,513,2539,CID11638255,combination,CID6918837
warm,test,519,3138,CID3101542,combination,CID5394
warm,test,522,3138,CID5353431,combination,CID5394
warm,test,523,2539,CID6918837,combination,CID70817911
warm,test,524,2539,CID118310260,combination,CID6918837
warm,test,525,2539,CID118869362,combination,CID6918837
warm,test,530,672,CID118191391,combination,CID5287620
warm,test,530,1217,CID118191391,combination,CID31703
warm,test,530,1343,CID118191391,combination,CID6442177
warm,test,530,1992,CID11347535,combination,CID118191391
warm,test,530,2539,CID118191391,combination,CID6918837
warm,test,530,2809,CID118191391,combination,CID6758
warm,test,531,1992,CID11347535,combination,CID188914
warm,test,537,915,CID10339178,combination,CID11977753
warm,test,537,964,CID11977753,combination,CID2719
warm,test,537,1033,CID11977753,combination,CID16222096
warm,test,537,1034,CID11977753,combination,CID16222097
warm,test,537,1058,CID11977753,combination,CID5287620
warm,test,537,1526,CID11977753,combination,CID71729975
warm,test,537,1850,CID11977753,combination,CID46188928
warm,test,537,1853,CID11977753,combination,CID216326
warm,test,537,1927,CID11977753,combination,CID16718576
warm,test,537,1942,CID11977753,combination,CID24958200
warm,test,537,2649,CID11977753,combination,CID4893
warm,test,537,2669,CID11977753,combination,CID5281032
warm,test,537,3376,CID11977753,combination,CID443955
warm,test,539,1497,CID25167777,combination,CID53235510
warm,test,541,825,CID11978790,combination,CID73265412
warm,test,541,1034,CID11978790,combination,CID16222097
warm,test,541,1063,CID11978790,combination,CID6197
warm,test,541,1653,CID11978790,combination,CID5081913
warm,test,541,1657,CID11978790,combination,CID45375953
warm,test,541,1666,CID11978790,combination,CID6851740
warm,test,541,1786,CID11978790,combination,CID23635314
warm,test,541,1855,CID11978790,combination,CID6917907
warm,test,541,2362,CID11640390,combination,CID11978790
warm,test,543,1845,CID11364421,combination,CID208908
warm,test,543,1877,CID11364421,combination,CID11640390
warm,test,543,1932,CID11364421,combination,CID24856436
warm,test,543,1934,CID11364421,combination,CID24964624
warm,test,543,2289,CID11364421,combination,CID24978538
warm,test,543,2533,CID11364421,combination,CID5330286
warm,test,543,3138,CID11364421,combination,CID5394
warm,test,543,3233,CID11364421,combination,CID11707110
warm,test,545,2819,CID25126798,combination,CID2747117
warm,test,548,2479,CID11598628,combination,CID25023738
warm,test,548,2819,CID25023738,combination,CID25126798
warm,test,550,573,CID16736529,combination,CID24785538
warm,test,550,759,CID16736529,combination,CID57519554
warm,test,550,964,CID16736529,combination,CID2719
warm,test,550,1008,CID16736529,combination,CID20279
warm,test,550,3167,CID16736529,combination,CID446378
warm,test,553,2539,CID6918837,combination,CID8344
warm,test,554,991,CID156418,combination,CID25150857
warm,test,554,1621,CID25150857,combination,CID37393
warm,test,554,1855,CID25150857,combination,CID6917907
warm,test,554,2092,CID23667299,combination,CID25150857
warm,test,554,2607,CID122262,combination,CID25150857
warm,test,554,2673,CID25150857,combination,CID6178111
warm,test,554,3082,CID25150857,combination,CID49836027
warm,test,557,1856,CID126565,combination,CID16654980
warm,test,560,1992,CID11347535,combination,CID46184986
warm,test,563,1992,CID11347535,combination,CID448545
warm,test,564,3138,CID135402864,combination,CID5394
warm,test,565,785,CID73265233,combination,CID73265272
warm,test,565,868,CID10366136,combination,CID73265272
warm,test,565,1306,CID448799,combination,CID73265272
warm,test,565,1343,CID6442177,combination,CID73265272
warm,test,565,1666,CID6851740,combination,CID73265272
warm,test,565,1810,CID73265272,combination,CID9823820
warm,test,565,1934,CID24964624,combination,CID73265272
warm,test,565,1942,CID24958200,combination,CID73265272
warm,test,565,2079,CID5746,combination,CID73265272
warm,test,565,2323,CID135423438,combination,CID73265272
warm,test,565,2802,CID73265272,combination,CID73461
warm,test,565,2857,CID11717074,combination,CID73265272
warm,test,565,2879,CID53396328,combination,CID73265272
warm,test,567,3138,CID5394,combination,CID5495818
warm,test,573,694,CID16654980,combination,CID24785538
warm,test,573,709,CID11556711,combination,CID24785538
warm,test,573,854,CID24785538,combination,CID5351344
warm,test,573,872,CID24756910,combination,CID24785538
warm,test,573,1006,CID24785538,combination,CID53340426
warm,test,573,1249,CID24785538,combination,CID90241673
warm,test,573,1376,CID24785538,combination,CID3330
warm,test,573,1398,CID107969,combination,CID24785538
warm,test,573,1401,CID24785538,combination,CID9910986
warm,test,573,1557,CID135564985,combination,CID24785538
warm,test,573,1716,CID24785538,combination,CID60838
warm,test,573,1992,CID11347535,combination,CID24785538
warm,test,573,2343,CID24785538,combination,CID275196
warm,test,573,2348,CID11433190,combination,CID24785538
warm,test,573,2378,CID24785538,combination,CID52947716
warm,test,573,2514,CID24785538,combination,CID24826799
warm,test,573,2532,CID11092,combination,CID24785538
warm,test,573,2679,CID24785538,combination,CID5284613
warm,test,573,3122,CID24785538,combination,CID51001932
warm,test,573,3280,CID24785538,combination,CID57339144
warm,test,573,3490,CID16755649,combination,CID24785538
warm,test,574,2819,CID24794418,combination,CID25126798
warm,test,579,1992,CID11347535,combination,CID118196485
warm,test,584,2539,CID443289,combination,CID6918837
warm,test,585,2539,CID11234052,combination,CID6918837
warm,test,591,628,CID108107,combination,CID90309855
warm,test,591,1178,CID39186,combination,CID90309855
warm,test,591,1213,CID3158,combination,CID90309855
warm,test,591,1573,CID53248764,combination,CID90309855
warm,test,591,2044,CID6099,combination,CID90309855
warm,test,591,2404,CID10228,combination,CID90309855
warm,test,591,2757,CID5770,combination,CID90309855
warm,test,591,2999,CID5253,combination,CID90309855
warm,test,591,3223,CID5284627,combination,CID90309855
warm,test,592,2819,CID25126798,combination,CID72188603
warm,test,593,2539,CID42609849,combination,CID6918837
warm,test,594,2539,CID49769085,combination,CID6918837
warm,test,595,2539,CID6918663,combination,CID6918837
warm,test,596,1645,CID10077147,combination,CID24821094
warm,test,597,3138,CID11754511,combination,CID5394
warm,test,600,902,CID13789,combination,CID2284
warm,test,600,967,CID2284,combination,CID7697
warm,test,600,1022,CID2284,combination,CID2797
warm,test,600,1111,CID2284,combination,CID6914273
warm,test,600,1143,CID11876263,combination,CID2284
warm,test,600,1155,CID2284,combination,CID5360696
warm,test,600,1190,CID2284,combination,CID3055
warm,test,600,1191,CID2284,combination,CID3108
warm,test,600,1205,CID2284,combination,CID681
warm,test,600,1217,CID2284,combination,CID31703
warm,test,600,1221,CID208898,combination,CID2284
warm,test,600,1266,CID2284,combination,CID64139
warm,test,600,1267,CID2284,combination,CID3009
warm,test,600,1290,CID2284,combination,CID3229
warm,test,600,1378,CID134018,combination,CID2284
warm,test,600,1442,CID2284,combination,CID446987
warm,test,600,1449,CID2284,combination,CID5323714
warm,test,600,1556,CID135398740,combination,CID2284
warm,test,600,1716,CID2284,combination,CID60838
warm,test,600,1736,CID2284,combination,CID55283
warm,test,600,1741,CID2284,combination,CID6321424
warm,test,600,1843,CID2284,combination,CID3878
warm,test,600,1858,CID2284,combination,CID26879
warm,test,600,1862,CID13109,combination,CID2284
warm,test,600,1881,CID13520,combination,CID2284
warm,test,600,1986,CID2284,combination,CID4011
warm,test,600,1997,CID2284,combination,CID4030
warm,test,600,2064,CID2284,combination,CID441314
warm,test,600,2270,CID2284,combination,CID5360515
warm,test,600,2328,CID2284,combination,CID41684
warm,test,600,2564,CID2284,combination,CID5849
warm,test,600,2565,CID2284,combination,CID439693
warm,test,600,2580,CID2284,combination,CID6839
warm,test,600,2664,CID2284,combination,CID4912
warm,test,600,2692,CID2284,combination,CID7550
warm,test,600,2697,CID12314839,combination,CID2284
warm,test,600,2722,CID122108,combination,CID2284
warm,test,600,2807,CID2284,combination,CID77999
warm,test,600,2996,CID216239,combination,CID2284
warm,test,600,3101,CID2284,combination,CID445643
warm,test,600,3152,CID13769,combination,CID2284
warm,test,600,3166,CID2284,combination,CID5426
warm,test,600,3206,CID2284,combination,CID394397
warm,test,600,3248,CID2284,combination,CID5566
warm,test,600,3253,CID2284,combination,CID656583
warm,test,600,3254,CID2284,combination,CID5577
warm,test,600,3348,CID2284,combination,CID5310966
warm,test,600,3470,CID2284,combination,CID5734
warm,test,604,2539,CID10201696,combination,CID6918837
warm,test,608,794,CID400769,combination,CID73265230
warm,test,608,1397,CID107970,combination,CID400769
warm,test,608,1463,CID25254071,combination,CID400769
warm,test,608,1622,CID37392,combination,CID400769
warm,test,608,1905,CID400769,combination,CID6437380
warm,test,608,1942,CID24958200,combination,CID400769
warm,test,608,2063,CID400769,combination,CID55245
warm,test,608,2249,CID400769,combination,CID57336745
warm,test,608,2307,CID400769,combination,CID4474
warm,test,608,2539,CID400769,combination,CID6918837
warm,test,608,2715,CID11656518,combination,CID400769
warm,test,608,2910,CID400769,combination,CID57519510
warm,test,608,3167,CID400769,combination,CID446378
warm,test,608,3209,CID400769,combination,CID6604870
warm,test,608,3370,CID400769,combination,CID5978
warm,test,608,3438,CID400769,combination,CID44632017
warm,test,618,1574,CID53494972,combination,CID5362124
warm,test,618,2539,CID5362124,combination,CID6918837
warm,test,620,2819,CID25126798,combination,CID65628
warm,test,621,666,CID5360373,combination,CID77082
warm,test,621,922,CID2578,combination,CID77082
warm,test,621,1698,CID57469,combination,CID77082
warm,test,621,2011,CID11683,combination,CID77082
warm,test,621,2082,CID4212,combination,CID77082
warm,test,621,2228,CID36462,combination,CID77082
warm,test,621,2801,CID5352062,combination,CID77082
warm,test,621,3377,CID24776445,combination,CID77082
warm,test,624,3138,CID5394,combination,CID656667
warm,test,626,3138,CID26964,combination,CID5394
warm,test,628,2695,CID107771,combination,CID108107
warm,test,629,3138,CID2333,combination,CID5394
warm,test,632,3138,CID243,combination,CID5394
warm,test,634,3138,CID5394,combination,CID54678490
warm,test,635,3138,CID164521,combination,CID5394
warm,test,636,1992,CID11347535,combination,CID2351
warm,test,636,2607,CID122262,combination,CID2351
warm,test,637,1496,CID2353,combination,CID25167777
warm,test,637,1621,CID2353,combination,CID37393
warm,test,637,1992,CID11347535,combination,CID2353
warm,test,637,2673,CID2353,combination,CID6178111
warm,test,637,3082,CID2353,combination,CID49836027
warm,test,637,3103,CID115358,combination,CID2353
warm,test,642,1992,CID11347535,combination,CID9782
warm,test,642,2819,CID25126798,combination,CID9782
warm,test,650,2819,CID25126798,combination,CID82146
warm,test,653,2819,CID2375,combination,CID25126798
warm,test,655,3138,CID2378,combination,CID5394
warm,test,659,3138,CID5394,combination,CID71354
warm,test,661,3138,CID5394,combination,CID92151
warm,test,662,842,CID11656518,combination,CID49836020
warm,test,662,2347,CID216345,combination,CID49836020
warm,test,664,3138,CID5281064,combination,CID5394
warm,test,666,922,CID2578,combination,CID5360373
warm,test,666,1074,CID5360373,combination,CID6252
warm,test,666,1153,CID5360373,combination,CID71384
warm,test,666,1240,CID24197464,combination,CID5360373
warm,test,666,1241,CID5360373,combination,CID54611422
warm,test,666,1857,CID3902,combination,CID5360373
warm,test,666,2002,CID5360373,combination,CID5935
warm,test,666,2017,CID5360373,combination,CID9927978
warm,test,666,2027,CID5360373,combination,CID667490
warm,test,666,2227,CID451668,combination,CID5360373
warm,test,666,2228,CID36462,combination,CID5360373
warm,test,666,3039,CID5329102,combination,CID5360373
warm,test,666,3166,CID5360373,combination,CID5426
warm,test,666,3247,CID5360373,combination,CID5799
warm,test,666,3466,CID5360373,combination,CID68740
warm,test,667,1184,CID46926350,combination,CID71587153
warm,test,667,1400,CID5287969,combination,CID71587153
warm,test,668,669,CID104865,combination,CID387447
warm,test,668,697,CID2477,combination,CID387447
warm,test,668,891,CID11849514,combination,CID387447
warm,test,668,902,CID13789,combination,CID387447
warm,test,668,920,CID2576,combination,CID387447
warm,test,668,949,CID387447,combination,CID446156
warm,test,668,1000,CID387447,combination,CID6917698
warm,test,668,1001,CID387447,combination,CID62886
warm,test,668,1047,CID11626560,combination,CID387447
warm,test,668,1074,CID387447,combination,CID6252
warm,test,668,1100,CID387447,combination,CID44462760
warm,test,668,1101,CID135398738,combination,CID387447
warm,test,668,1111,CID387447,combination,CID6914273
warm,test,668,1149,CID33036,combination,CID387447
warm,test,668,1171,CID387447,combination,CID441207
warm,test,668,1217,CID31703,combination,CID387447
warm,test,668,1221,CID208898,combination,CID387447
warm,test,668,1223,CID219025,combination,CID387447
warm,test,668,1240,CID24197464,combination,CID387447
warm,test,668,1266,CID387447,combination,CID64139
warm,test,668,1290,CID3229,combination,CID387447
warm,test,668,1293,CID387447,combination,CID5281081
warm,test,668,1311,CID387447,combination,CID448812
warm,test,668,1319,CID176871,combination,CID387447
warm,test,668,1333,CID387447,combination,CID5991
warm,test,668,1340,CID387447,combination,CID667484
warm,test,668,1385,CID3342,combination,CID387447
warm,test,668,1409,CID3367,combination,CID387447
warm,test,668,1428,CID3397,combination,CID387447
warm,test,668,1645,CID24821094,combination,CID387447
warm,test,668,1693,CID387447,combination,CID5311181
warm,test,668,1716,CID387447,combination,CID60838
warm,test,668,1743,CID387447,combination,CID6445540
warm,test,668,1839,CID219078,combination,CID387447
warm,test,668,1851,CID387447,combination,CID3899
warm,test,668,1859,CID387447,combination,CID5284583
warm,test,668,1943,CID24748204,combination,CID387447
warm,test,668,1989,CID3002977,combination,CID387447
warm,test,668,1997,CID387447,combination,CID4030
warm,test,668,2006,CID387447,combination,CID4037
warm,test,668,2010,CID387447,combination,CID4046
warm,test,668,2018,CID387447,combination,CID4054
warm,test,668,2022,CID387447,combination,CID4060
warm,test,668,2027,CID387447,combination,CID667490
warm,test,668,2039,CID126941,combination,CID387447
warm,test,668,2042,CID387447,combination,CID4121
warm,test,668,2065,CID387447,combination,CID51634
warm,test,668,2071,CID387447,combination,CID4219798
warm,test,668,2079,CID387447,combination,CID5746
warm,test,668,2270,CID387447,combination,CID5360515
warm,test,668,2317,CID387447,combination,CID644241
warm,test,668,2380,CID130881,combination,CID387447
warm,test,668,2536,CID387447,combination,CID4674
warm,test,668,2558,CID135410875,combination,CID387447
warm,test,668,2562,CID387447,combination,CID4735
warm,test,668,2648,CID387447,combination,CID4891
warm,test,668,2706,CID387447,combination,CID6239
warm,test,668,2740,CID387447,combination,CID5035
warm,test,668,2747,CID387447,combination,CID56959
warm,test,668,2769,CID387447,combination,CID44631912
warm,test,668,2787,CID387447,combination,CID5073
warm,test,668,2939,CID11243969,combination,CID387447
warm,test,668,3004,CID25249,combination,CID387447
warm,test,668,3024,CID387447,combination,CID5326
warm,test,668,3037,CID387447,combination,CID5358
warm,test,668,3039,CID387447,combination,CID5329102
warm,test,668,3099,CID1935,combination,CID387447
warm,test,668,3166,CID387447,combination,CID5426
warm,test,668,3176,CID387447,combination,CID5453
warm,test,668,3223,CID387447,combination,CID5284627
warm,test,668,3252,CID387447,combination,CID5572
warm,test,668,3255,CID387447,combination,CID5578
warm,test,668,3371,CID249332,combination,CID387447
warm,test,668,3411,CID10384072,combination,CID387447
warm,test,668,3450,CID387447,combination,CID9914412
warm,test,668,3456,CID387447,combination,CID5719
warm,test,668,3466,CID387447,combination,CID68740
warm,test,669,920,CID104865,combination,CID2576
warm,test,669,922,CID104865,combination,CID2578
warm,test,669,935,CID104865,combination,CID9570757
warm,test,669,967,CID104865,combination,CID7697
warm,test,669,1077,CID104865,combination,CID6234
warm,test,669,1155,CID104865,combination,CID5360696
warm,test,669,1157,CID104865,combination,CID3019
warm,test,669,1285,CID104865,combination,CID5462501
warm,test,669,1301,CID104865,combination,CID5816
warm,test,669,1333,CID104865,combination,CID5991
warm,test,669,1343,CID104865,combination,CID6442177
warm,test,669,1378,CID104865,combination,CID134018
warm,test,669,1556,CID104865,combination,CID135398740
warm,test,669,1631,CID104865,combination,CID3637
warm,test,669,1636,CID104865,combination,CID3652
warm,test,669,1693,CID104865,combination,CID5311181
warm,test,669,1839,CID104865,combination,CID219078
warm,test,669,1859,CID104865,combination,CID5284583
warm,test,669,1862,CID104865,combination,CID13109
warm,test,669,1878,CID104865,combination,CID5920
warm,test,669,1893,CID104865,combination,CID3955
warm,test,669,1905,CID104865,combination,CID6437380
warm,test,669,1999,CID104865,combination,CID4032
warm,test,669,2065,CID104865,combination,CID51634
warm,test,669,2328,CID104865,combination,CID41684
warm,test,669,2425,CID104865,combination,CID4641
warm,test,669,2536,CID104865,combination,CID4674
warm,test,669,2562,CID104865,combination,CID4735
warm,test,669,2579,CID104865,combination,CID54680692
warm,test,669,2651,CID104865,combination,CID5755
warm,test,669,2664,CID104865,combination,CID4912
warm,test,669,2722,CID104865,combination,CID122108
warm,test,669,2781,CID104865,combination,CID5070
warm,test,669,3039,CID104865,combination,CID5329102
warm,test,669,3138,CID104865,combination,CID5394
warm,test,669,3152,CID104865,combination,CID13769
warm,test,669,3156,CID104865,combination,CID6018
warm,test,669,3169,CID104865,combination,CID5430
warm,test,669,3178,CID104865,combination,CID60648
warm,test,669,3222,CID104865,combination,CID216237
warm,test,669,3234,CID104865,combination,CID5526
warm,test,669,3236,CID104865,combination,CID5530
warm,test,669,3237,CID104865,combination,CID5533
warm,test,669,3248,CID104865,combination,CID5566
warm,test,669,3254,CID104865,combination,CID5577
warm,test,669,3336,CID104865,combination,CID3121
warm,test,671,2539,CID3372016,combination,CID6918837
warm,test,672,1183,CID46926350,combination,CID5287620
warm,test,672,3138,CID5287620,combination,CID5394
warm,test,674,902,CID13789,combination,CID6100
warm,test,674,967,CID6100,combination,CID7697
warm,test,674,1019,CID119182,combination,CID6100
warm,test,674,1027,CID60606,combination,CID6100
warm,test,674,1152,CID5311068,combination,CID6100
warm,test,674,1221,CID208898,combination,CID6100
warm,test,674,1435,CID3406,combination,CID6100
warm,test,674,1631,CID3637,combination,CID6100
warm,test,674,1638,CID6100,combination,CID91649
warm,test,674,1639,CID121858,combination,CID6100
warm,test,674,1716,CID60838,combination,CID6100
warm,test,674,1851,CID3899,combination,CID6100
warm,test,674,1905,CID6100,combination,CID6437380
warm,test,674,1998,CID6100,combination,CID6151
warm,test,674,2046,CID6100,combination,CID8226
warm,test,674,2064,CID441314,combination,CID6100
warm,test,674,2081,CID4211,combination,CID6100
warm,test,674,2345,CID54675769,combination,CID6100
warm,test,674,2380,CID130881,combination,CID6100
warm,test,674,2392,CID3034010,combination,CID6100
warm,test,674,2536,CID4674,combination,CID6100
warm,test,674,2608,CID120181,combination,CID6100
warm,test,674,2692,CID6100,combination,CID7550
warm,test,674,2709,CID3034034,combination,CID6100
warm,test,674,2722,CID122108,combination,CID6100
warm,test,674,2767,CID37542,combination,CID6100
warm,test,674,2781,CID5070,combination,CID6100
warm,test,674,2958,CID6100,combination,CID68617
warm,test,674,3168,CID2153,combination,CID6100
warm,test,674,3211,CID5504,combination,CID6100
warm,test,674,3242,CID5546,combination,CID6100
warm,test,674,3254,CID5577,combination,CID6100
warm,test,674,3368,CID13342,combination,CID6100
warm,test,681,1993,CID11234052,combination,CID11347535
warm,test,686,3138,CID5281067,combination,CID5394
warm,test,687,3138,CID2453,combination,CID5394
warm,test,690,1993,CID11347535,combination,CID5281004
warm,test,691,3138,CID2466,combination,CID5394
warm,test,693,915,CID10339178,combination,CID2471
warm,test,693,1001,CID2471,combination,CID62886
warm,test,693,1062,CID2471,combination,CID9049
warm,test,693,1077,CID2471,combination,CID6234
warm,test,693,1217,CID2471,combination,CID31703
warm,test,693,1229,CID2471,combination,CID6918296
warm,test,693,1293,CID2471,combination,CID5281081
warm,test,693,1301,CID2471,combination,CID5816
warm,test,693,1378,CID134018,combination,CID2471
warm,test,693,1432,CID2471,combination,CID5324346
warm,test,693,1599,CID2471,combination,CID3519
warm,test,693,1621,CID2471,combination,CID37393
warm,test,693,1631,CID2471,combination,CID3637
warm,test,693,1843,CID2471,combination,CID3878
warm,test,693,1992,CID11347535,combination,CID2471
warm,test,693,1997,CID2471,combination,CID4030
warm,test,693,2006,CID2471,combination,CID4037
warm,test,693,2018,CID2471,combination,CID4054
warm,test,693,2046,CID2471,combination,CID8226
warm,test,693,2333,CID104858,combination,CID2471
warm,test,693,2335,CID2471,combination,CID4513
warm,test,693,2340,CID2471,combination,CID3019427
warm,test,693,2562,CID2471,combination,CID4735
warm,test,693,2742,CID2471,combination,CID54671008
warm,test,693,2964,CID135398744,combination,CID2471
warm,test,693,2985,CID2471,combination,CID517546
warm,test,693,3206,CID2471,combination,CID394397
warm,test,694,709,CID11556711,combination,CID16654980
warm,test,694,785,CID16654980,combination,CID73265233
warm,test,694,794,CID16654980,combination,CID73265230
warm,test,694,821,CID16654980,combination,CID73265223
warm,test,694,1376,CID16654980,combination,CID3330
warm,test,694,1645,CID16654980,combination,CID24821094
warm,test,694,1934,CID16654980,combination,CID24964624
warm,test,694,1992,CID11347535,combination,CID16654980
warm,test,694,2185,CID16654980,combination,CID57519524
warm,test,694,2437,CID135421197,combination,CID16654980
warm,test,694,3078,CID16654980,combination,CID73777259
warm,test,694,3371,CID16654980,combination,CID249332
warm,test,697,981,CID2477,combination,CID6435415
warm,test,697,1062,CID2477,combination,CID9049
warm,test,697,1077,CID2477,combination,CID6234
warm,test,697,1149,CID2477,combination,CID33036
warm,test,697,1159,CID2477,combination,CID3038
warm,test,697,1217,CID2477,combination,CID31703
warm,test,697,1331,CID14052,combination,CID2477
warm,test,697,1599,CID2477,combination,CID3519
warm,test,697,1741,CID2477,combination,CID6321424
warm,test,697,1843,CID2477,combination,CID3878
warm,test,697,1986,CID2477,combination,CID4011
warm,test,697,2055,CID2477,combination,CID441350
warm,test,697,2425,CID2477,combination,CID4641
warm,test,697,2426,CID2477,combination,CID5748
warm,test,697,2544,CID165580,combination,CID2477
warm,test,697,2964,CID135398744,combination,CID2477
warm,test,697,3012,CID22475,combination,CID2477
warm,test,697,3099,CID1935,combination,CID2477
warm,test,697,3144,CID2477,combination,CID5401
warm,test,697,3158,CID2477,combination,CID54675776
warm,test,697,3166,CID2477,combination,CID5426
warm,test,697,3168,CID2153,combination,CID2477
warm,test,697,3190,CID2477,combination,CID5479
warm,test,697,3206,CID2477,combination,CID394397
warm,test,697,3234,CID2477,combination,CID5526
warm,test,697,3236,CID2477,combination,CID5530
warm,test,698,935,CID2478,combination,CID9570757
warm,test,698,981,CID2478,combination,CID6435415
warm,test,698,1047,CID11626560,combination,CID2478
warm,test,698,1062,CID2478,combination,CID9049
warm,test,698,1065,CID2478,combination,CID2907
warm,test,698,1073,CID2478,combination,CID6253
warm,test,698,1143,CID11876263,combination,CID2478
warm,test,698,1171,CID2478,combination,CID441207
warm,test,698,1190,CID2478,combination,CID3055
warm,test,698,1211,CID2478,combination,CID3156
warm,test,698,1229,CID2478,combination,CID6918296
warm,test,698,1241,CID2478,combination,CID54611422
warm,test,698,1311,CID2478,combination,CID448812
warm,test,698,1343,CID2478,combination,CID6442177
warm,test,698,1440,CID2478,combination,CID3415
warm,test,698,1639,CID121858,combination,CID2478
warm,test,698,1679,CID2478,combination,CID60753
warm,test,698,1689,CID2478,combination,CID3690
warm,test,698,1698,CID2478,combination,CID57469
warm,test,698,1743,CID2478,combination,CID6445540
warm,test,698,1857,CID2478,combination,CID3902
warm,test,698,1858,CID2478,combination,CID26879
warm,test,698,1893,CID2478,combination,CID3955
warm,test,698,2006,CID2478,combination,CID4037
warm,test,698,2010,CID2478,combination,CID4046
warm,test,698,2027,CID2478,combination,CID667490
warm,test,698,2064,CID2478,combination,CID441314
warm,test,698,2065,CID2478,combination,CID51634
warm,test,698,2081,CID2478,combination,CID4211
warm,test,698,2227,CID2478,combination,CID451668
warm,test,698,2260,CID2478,combination,CID5284592
warm,test,698,2317,CID2478,combination,CID644241
warm,test,698,2345,CID2478,combination,CID54675769
warm,test,698,2426,CID2478,combination,CID5748
warm,test,698,2529,CID2478,combination,CID36314
warm,test,698,2544,CID165580,combination,CID2478
warm,test,698,2551,CID10113978,combination,CID2478
warm,test,698,2564,CID2478,combination,CID5849
warm,test,698,2565,CID2478,combination,CID439693
warm,test,698,2579,CID2478,combination,CID54680692
warm,test,698,2638,CID148121,combination,CID2478
warm,test,698,2673,CID2478,combination,CID6178111
warm,test,698,2690,CID1047,combination,CID2478
warm,test,698,2706,CID2478,combination,CID6239
warm,test,698,2772,CID135415564,combination,CID2478
warm,test,698,2996,CID216239,combination,CID2478
warm,test,698,3024,CID2478,combination,CID5326
warm,test,698,3140,CID2478,combination,CID452548
warm,test,698,3152,CID13769,combination,CID2478
warm,test,698,3253,CID2478,combination,CID656583
warm,test,698,3342,CID2478,combination,CID3081361
warm,test,698,3369,CID2478,combination,CID5388983
warm,test,698,3456,CID2478,combination,CID5719
warm,test,698,3470,CID2478,combination,CID5734
warm,test,700,3138,CID443867,combination,CID5394
warm,test,702,3138,CID47471,combination,CID5394
warm,test,703,1992,CID11347535,combination,CID1324494
warm,test,704,2539,CID6610318,combination,CID6918837
warm,test,706,1217,CID156414,combination,CID31703
warm,test,709,738,CID11556711,combination,CID9820526
warm,test,709,783,CID11556711,combination,CID68234129
warm,test,709,821,CID11556711,combination,CID73265223
warm,test,709,964,CID11556711,combination,CID2719
warm,test,709,1008,CID11556711,combination,CID20279
warm,test,709,1208,CID11524144,combination,CID11556711
warm,test,709,1245,CID11556711,combination,CID4261
warm,test,709,1318,CID11556711,combination,CID176870
warm,test,709,1557,CID11556711,combination,CID135564985
warm,test,709,1724,CID11556711,combination,CID5321010
warm,test,709,1853,CID11556711,combination,CID216326
warm,test,709,1855,CID11556711,combination,CID6917907
warm,test,709,1906,CID11556711,combination,CID135539077
warm,test,709,1914,CID11381449,combination,CID11556711
warm,test,709,2010,CID11556711,combination,CID4046
warm,test,709,2158,CID11556711,combination,CID73265406
warm,test,709,2185,CID11556711,combination,CID57519524
warm,test,709,2741,CID11556711,combination,CID54900
warm,test,709,2802,CID11556711,combination,CID73461
warm,test,709,2882,CID10127622,combination,CID11556711
warm,test,709,2900,CID11556711,combination,CID3025986
warm,test,709,3209,CID11556711,combination,CID6604870
warm,test,709,3468,CID11556711,combination,CID5311
warm,test,710,1674,CID24821094,combination,CID44457280
warm,test,716,3138,CID17751819,combination,CID5394
warm,test,718,3138,CID25154041,combination,CID5394
warm,test,724,2819,CID24800541,combination,CID25126798
warm,test,724,3138,CID24800541,combination,CID5394
warm,test,738,784,CID6746983,combination,CID9820526
warm,test,738,1123,CID3062316,combination,CID9820526
warm,test,738,1497,CID25167777,combination,CID9820526
warm,test,738,1779,CID11964036,combination,CID9820526
warm,test,738,2649,CID4893,combination,CID9820526
warm,test,738,3209,CID6604870,combination,CID9820526
warm,test,744,772,CID1546,combination,CID354624
warm,test,744,943,CID1546,combination,CID2662
warm,test,744,958,CID1546,combination,CID2708
warm,test,744,1153,CID1546,combination,CID71384
warm,test,744,1198,CID148124,combination,CID1546
warm,test,744,1240,CID1546,combination,CID24197464
warm,test,744,1689,CID1546,combination,CID3690
warm,test,744,1857,CID1546,combination,CID3902
warm,test,744,2027,CID1546,combination,CID667490
warm,test,744,2081,CID1546,combination,CID4211
warm,test,744,2638,CID148121,combination,CID1546
warm,test,744,2801,CID1546,combination,CID5352062
warm,test,744,3166,CID1546,combination,CID5426
warm,test,744,3225,CID1546,combination,CID60699
warm,test,744,3342,CID1546,combination,CID3081361
warm,test,744,3377,CID1546,combination,CID24776445
warm,test,749,1992,CID11347535,combination,CID46192505
warm,test,753,1645,CID24821094,combination,CID53316142
warm,test,759,1386,CID5288209,combination,CID57519554
warm,test,759,2130,CID16757846,combination,CID57519554
warm,test,759,2910,CID57519510,combination,CID57519554
warm,test,759,3114,CID2733526,combination,CID57519554
warm,test,760,1645,CID24821094,combination,CID57519528
warm,test,761,1645,CID24821094,combination,CID57519512
warm,test,761,2626,CID10607,combination,CID57519512
warm,test,765,1123,CID25105690,combination,CID3062316
